DosageForm,Dosage,Drugname,TotalApprovals
POWDER;ORAL,25GM/BOT,XYLOSE,1
POWDER;ORAL,300GM/BOT,CALCIBIND,1
POWDER;ORAL,3GM/TEASPOONFUL,BUPHENYL,1
POWDER;ORAL,40MG/SCOOPFUL,VIREAD,1
POWDER;ORAL,500MG/PACKET,KUVAN,1
POWDER;ORAL,"EQ 100MG BASE/PACKET",ISENTRESS,1
POWDER;ORAL,"EQ 16.8GM BASE/PACKET",VELTASSA,1
POWDER;ORAL,"EQ 1GM BASE",FOSRENOL,1
POWDER;ORAL,"EQ 25.2GM BASE/PACKET",VELTASSA,1
POWDER;ORAL,"EQ 4GM RESIN/PACKET",LOCHOLEST,1
POWDER;ORAL,"EQ 4GM RESIN/PACKET","LOCHOLEST LIGHT",1
POWDER;ORAL,"EQ 4GM RESIN/PACKET",PREVALITE,1
POWDER;ORAL,"EQ 4GM RESIN/PACKET **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",QUESTRAN,1
POWDER;ORAL,"EQ 4GM RESIN/PACKET **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","QUESTRAN LIGHT",1
POWDER;ORAL,"EQ 4GM RESIN/SCOOPFUL",LOCHOLEST,1
POWDER;ORAL,"EQ 4GM RESIN/SCOOPFUL","LOCHOLEST LIGHT",1
POWDER;ORAL,"EQ 4GM RESIN/SCOOPFUL",PREVALITE,1
POWDER;ORAL,"EQ 4GM RESIN/SCOOPFUL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",QUESTRAN,1
POWDER;ORAL,"EQ 4GM RESIN/SCOOPFUL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","QUESTRAN LIGHT",1
POWDER;ORAL,"EQ 50MG BASE/PACKET",REYATAZ,1
POWDER;ORAL,"EQ 50MG BASE/SCOOPFUL",VIRACEPT,1
POWDER;ORAL,"EQ 750MG BASE",FOSRENOL,1
POWDER;ORAL,"EQ 8.4GM BASE/PACKET",VELTASSA,1
"POWDER;ORAL, RECTAL",15GM/BOT,KALEXATE,1
"POWDER;ORAL, RECTAL",15GM/BOT,"SODIUM POLYSTYRENE SULFONATE",1
"POWDER;ORAL, RECTAL",453.6GM/BOT,KAYEXALATE,1
"POWDER;ORAL, RECTAL",454GM/BOT,KALEXATE,1
"POWDER;ORAL, RECTAL",454GM/BOT,KIONEX,1
POWDER;SUBCUTANEOUS,3.5MG/VIAL,SYNRIBO,1
POWDER;SUBCUTANEOUS,5MG/VIAL,"GATTEX KIT",1
POWDER;SUBCUTANEOUS,"EQ 120MG BASE/VIAL",FIRMAGON,1
POWDER;SUBCUTANEOUS,"EQ 1MG BASE/VIAL",EGRIFTA,1
POWDER;SUBCUTANEOUS,"EQ 2MG BASE/VIAL",EGRIFTA,1
POWDER;SUBCUTANEOUS,"EQ 80MG BASE/VIAL",FIRMAGON,1
POWDER;SUBLINGUAL,0.4MG/PACKET,GONITRO,1
POWDER;TOPICAL,"100,000 UNITS/GM",NYSTOP,1
POWDER;TOPICAL,"100,000 UNITS/GM **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",MYCOSTATIN,1
POWDER;TOPICAL,33.32%,BENSULFOID,1
RING;VAGINAL,0.015MG/24HR;0.12MG/24HR,NUVARING,1
SHAMPOO;TOPICAL,0.01%,CAPEX,1
SHAMPOO;TOPICAL,0.05%,CLOBEX,1
SHAMPOO;TOPICAL,1%,KWELL,1
SHAMPOO;TOPICAL,1%,LOPROX,1
SHAMPOO;TOPICAL,1%,"NIZORAL A-D",1
SHAMPOO;TOPICAL,2%,CAPITROL,1
SHAMPOO;TOPICAL,2%,NIZORAL,1
SOAP;TOPICAL,2%,GAMOPHEN,1
"SOLUTION FOR SLUSH;IRRIGATION",900MG/100ML,"SODIUM CHLORIDE 0.9% IN STERILE PLASTIC CONTAINER",1
"SOLUTION, ELIXIR;ORAL",80MG/15ML,ELIXOPHYLLIN,1
"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC","EQ 0.25% BASE","TIMOLOL MALEATE",1
"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC","EQ 0.25% BASE",TIMOPTIC-XE,1
"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC","EQ 0.5% BASE","TIMOLOL MALEATE",1
"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC","EQ 0.5% BASE",TIMOPTIC-XE,1
"SOLUTION, METERED;TRANSDERMAL","30MG/1.5ML ACTUATION",AXIRON,1
"SOLUTION, SOLUTION;INTRAVENOUS, INTRAVENOUS","300MG/10ML(30MG/ML),N/A;N/A,12.5GM/50ML(250MG/ML)",NITHIODOTE,1
"SOLUTION; INHALATION","0.5MG; 0.017%","ALBUTEROL SULFATE; IPRATROPIUM BROMIDE",1
"SOLUTION; INJECTION",0.6MG/KG,MIRCERA,1
"SOLUTION; INJECTION",0.9MG,XIAFLEX,1
"Solution; Intravesical, Ureteral",43%,CYSTO-CONRAY,1
"SOLUTION; IRRIGATION","EQ 800MG BASE/20ML;4,000,000 UNITS/20ML (EQ 40MG BASE/ML;200,000 UNITS/ML)","NEOSPORIN G.U. IRRIGANT",1
"SOLUTION; ORAL",0.0,NEURONTIN,1
"SOLUTION; ORAL",100MG/ML,APTIVUS,1
"SOLUTION; ORAL",10MG/ML,EMTRIVA,1
"SOLUTION; ORAL",250MG/5ML,NEURONTIN,1
"Solution; Topical",1%,"LOTRIMIN AF",1
"Solution; Topical",1%,MYCELEX,1
SOLUTION;DENTAL,0.12%,PAROEX,1
SOLUTION;DENTAL,0.12%,PERIDEX,1
SOLUTION;IM-IV,"1GM/10ML (100MG/ML)",ROBAXIN,1
SOLUTION;INHALATION,0.02%,ATROVENT,1
SOLUTION;INHALATION,0.02MG/2ML,PERFOROMIST,1
SOLUTION;INHALATION,0.062%,"ISOPROTERENOL HYDROCHLORIDE",1
SOLUTION;INHALATION,0.167%,"ISOETHARINE HYDROCHLORIDE",1
SOLUTION;INHALATION,0.2%,"ISOETHARINE HYDROCHLORIDE",1
SOLUTION;INHALATION,0.2%,TORNALATE,1
SOLUTION;INHALATION,0.4%,ALUPENT,1
SOLUTION;INHALATION,0.5%,TILADE,1
SOLUTION;INHALATION,0.6%,ALUPENT,1
SOLUTION;INHALATION,0.6MG/ML,TYVASO,1
SOLUTION;INHALATION,1%,BETA-2,1
SOLUTION;INHALATION,1%,"ISOETHARINE HYDROCHLORIDE",1
SOLUTION;INHALATION,"10MCG/ML (10MCG/ML)",VENTAVIS,1
SOLUTION;INHALATION,10MG/ML,INTAL,1
SOLUTION;INHALATION,"20MCG/2ML (10MCG/ML)",VENTAVIS,1
SOLUTION;INHALATION,"20MCG/ML (20MCG/ML)",VENTAVIS,1
SOLUTION;INHALATION,300MG/4ML,BETHKIS,1
SOLUTION;INHALATION,300MG/5ML,"KITABIS PAK",1
SOLUTION;INHALATION,300MG/5ML,TOBI,1
SOLUTION;INHALATION,5%,ALUPENT,1
SOLUTION;INHALATION,5%,"METAPROTERENOL SULFATE",1
SOLUTION;INHALATION,"EQ 0.0103% BASE",XOPENEX,1
SOLUTION;INHALATION,"EQ 0.015MG BASE/2ML",BROVANA,1
SOLUTION;INHALATION,"EQ 0.021% BASE",ACCUNEB,1
SOLUTION;INHALATION,"EQ 0.021% BASE",XOPENEX,1
SOLUTION;INHALATION,"EQ 0.042% BASE",ACCUNEB,1
SOLUTION;INHALATION,"EQ 0.042% BASE",XOPENEX,1
SOLUTION;INHALATION,"EQ 0.083% BASE",PROVENTIL,1
SOLUTION;INHALATION,"EQ 0.083% BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","ALBUTEROL SULFATE",1
SOLUTION;INHALATION,"EQ 0.083% BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",VENTOLIN,1
SOLUTION;INHALATION,"EQ 0.083% BASE;0.017%",DUONEB,1
SOLUTION;INHALATION,"EQ 0.25% BASE",XOPENEX,1
SOLUTION;INHALATION,"EQ 0.5% BASE",PROVENTIL,1
SOLUTION;INHALATION,"EQ 0.5% BASE",VENTOLIN,1
"SOLUTION;INHALATION, INTRAVENOUS","EQ 1GM BASE/5ML (EQ 200MG BASE/ML)","PENTETATE CALCIUM TRISODIUM",1
"SOLUTION;INHALATION, INTRAVENOUS","EQ 1GM BASE/5ML (EQ 200MG BASE/ML)","PENTETATE ZINC TRISODIUM",1
"SOLUTION;INHALATION, ORAL",10%,MUCOMYST,1
"SOLUTION;INHALATION, ORAL",10%,MUCOSIL-10,1
"SOLUTION;INHALATION, ORAL",20%,MUCOMYST,1
"SOLUTION;INHALATION, ORAL",20%,MUCOSIL-20,1
SOLUTION;INJECTION,0.21GM/100ML;2.8GM/100ML;9.07GM/100ML,"NORMOCARB HF 25",1
SOLUTION;INJECTION,0.21GM/100ML;3.97GM/100ML;8.3GM/100ML,"NORMOCARB HF 35",1
SOLUTION;INJECTION,"100MG/10ML (10MG/ML)",NAROPIN,1
SOLUTION;INJECTION,"100MG/20ML (5MG/ML)",NAROPIN,1
SOLUTION;INJECTION,"100MG/20ML (5MG/ML)","ROPIVACAINE HYDROCHLORIDE",1
SOLUTION;INJECTION,"150MG/20ML (7.5MG/ML)",NAROPIN,1
SOLUTION;INJECTION,"150MG/30ML (5MG/ML)",NAROPIN,1
SOLUTION;INJECTION,18MG/0.45ML,STRENSIQ,1
SOLUTION;INJECTION,"1GM/200ML (5MG/ML)",NAROPIN,1
SOLUTION;INJECTION,"200MG/100ML (2MG/ML)",NAROPIN,1
SOLUTION;INJECTION,"200MG/100ML (2MG/ML)","ROPIVACAINE HYDROCHLORIDE",1
SOLUTION;INJECTION,"200MG/20ML (10MG/ML)",NAROPIN,1
SOLUTION;INJECTION,"20MG/10ML (2MG/ML)",NAROPIN,1
SOLUTION;INJECTION,"20MG/10ML (2MG/ML)","ROPIVACAINE HYDROCHLORIDE",1
SOLUTION;INJECTION,28MG/0.7ML,STRENSIQ,1
SOLUTION;INJECTION,"400MG/200ML (2MG/ML)",NAROPIN,1
SOLUTION;INJECTION,"40MG/20ML (2MG/ML)",NAROPIN,1
SOLUTION;INJECTION,40MG/ML,STRENSIQ,1
SOLUTION;INJECTION,"500MG/100ML (5MG/ML)",NAROPIN,1
SOLUTION;INJECTION,"50MG/10ML (5MG/ML)",NAROPIN,1
SOLUTION;INJECTION,"75MG/10ML (7.5MG/ML)",NAROPIN,1
SOLUTION;INJECTION,80MG/0.8ML,STRENSIQ,1
SOLUTION;INJECTION,"EQ 3.75MG BASE/15ML (EQ 0.25MG BASE/ML)",AGGRASTAT,1
"SOLUTION;INJECTION, ORAL","0.22-2.22 CI/GENERATOR",MINITEC,1
"SOLUTION;INJECTION, ORAL",0.67mCi/ML,"SODIUM PHOSPHATE P 32",1
"SOLUTION;INJECTION, ORAL",1-8mCi/VIAL,PHOSPHOTOPE,1
"SOLUTION;INJECTION, ORAL",1.5mCi/VIAL,"SODIUM PHOSPHATE P 32",1
"SOLUTION;INJECTION, ORAL","10-60mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","SODIUM PERTECHNETATE TC 99M",1
"SOLUTION;INJECTION, ORAL",12mCi/ML,"SODIUM PERTECHNETATE TC 99M",1
"SOLUTION;INJECTION, ORAL","2-100mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","SODIUM PERTECHNETATE TC 99M",1
"SOLUTION;INJECTION, ORAL",24mCi/ML,"SODIUM PERTECHNETATE TC 99M",1
"SOLUTION;INJECTION, ORAL",48mCi/ML,"SODIUM PERTECHNETATE TC 99M",1
"SOLUTION;INJECTION, ORAL",N/A,"AN-SULFUR COLLOID",1
"SOLUTION;INJECTION, ORAL",N/A,TECHNECOLL,1
"SOLUTION;INJECTION, ORAL",N/A,"TECHNETIUM TC 99M TSC",1
"SOLUTION;INJECTION, ORAL",N/A,TESULOID,1
"SOLUTION;INJECTION, ORAL, RECTAL",38.8%,"OMNIPAQUE 180",1
SOLUTION;INTRAMUSCULAR,"1250MG/5ML (250MG/ML)",MAKENA,1
SOLUTION;INTRAMUSCULAR,"250MG/ML (250MG/ML)",MAKENA,1
SOLUTION;INTRAMUSCULAR,"250MG/ML (250MG/ML)","MAKENA PRESERVATIVE FREE",1
"SOLUTION;INTRAMUSCULAR, INTRAVENOUS","10MG/ML (10MG/ML)","MORPHINE SULFATE",1
"SOLUTION;INTRAMUSCULAR, INTRAVENOUS","1GM/2ML (500MG/ML)","MAGNESIUM SULFATE",1
"SOLUTION;INTRAMUSCULAR, INTRAVENOUS","25GM/50ML (500MG/ML)","MAGNESIUM SULFATE",1
"SOLUTION;INTRAMUSCULAR, INTRAVENOUS","2MG/ML (2MG/ML)","MORPHINE SULFATE",1
"SOLUTION;INTRAMUSCULAR, INTRAVENOUS","4MG/ML (4MG/ML)","MORPHINE SULFATE",1
"SOLUTION;INTRAMUSCULAR, INTRAVENOUS","5MG/ML (5MG/ML)","MORPHINE SULFATE",1
"SOLUTION;INTRAMUSCULAR, INTRAVENOUS","8MG/ML (8MG/ML)","MORPHINE SULFATE",1
"SOLUTION;INTRAMUSCULAR, SUBCUTANEOUS",0.4MG/0.4ML,EVZIO,1
SOLUTION;INTRAOCULAR,0.01%,CARBASTAT,1
SOLUTION;INTRAOCULAR,0.01%,MIOSTAT,1
SOLUTION;INTRAPERITONEAL,18.3MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DIANEAL LOW CALCIUM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,18.3MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,18.3MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DIANEAL LOW CALCIUM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,18.3MG/100ML;3.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DIANEAL LOW CALCIUM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,18.3MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,18.4MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,18.4MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"INPERSOL-LC/LM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,18.4MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,18.4MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"INPERSOL-LC/LM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,18.4MG/100ML;3.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"INPERSOL-LC/LM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,18.4MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,18.4MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"INPERSOL-LC/LM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;1.5GM/100ML;15.2MG/100ML;567MG/100ML;392MG/100ML,"DIANEAL 137 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;1.5GM/100ML;15.2MG/100ML;567MG/100ML;392MG/100ML,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DELFLEX-LM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;1.5GM/100ML;538MG/100ML;448MG/100ML,"INPERSOL-ZM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;2.5GM/100ML;15.2MG/100ML;567MG/100ML;392MG/100ML,"DIANEAL 137 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;2.5GM/100ML;15.2MG/100ML;567MG/100ML;392MG/100ML,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DELFLEX-LM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;2.5GM/100ML;538MG/100ML;448MG/100ML,"INPERSOL-ZM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;3.5GM/100ML;15.2MG/100ML;567MG/100ML;392MG/100ML,"DELFLEX W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;3.5GM/100ML;15.2MG/100ML;567MG/100ML;392MG/100ML,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;3.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DELFLEX-LM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;3.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;4.25GM/100ML;15.2MG/100ML;567MG/100ML;392MG/100ML,"DIANEAL 137 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;4.25GM/100ML;15.2MG/100ML;567MG/100ML;392MG/100ML,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,"DELFLEX-LM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,25.7MG/100ML;4.25GM/100ML;538MG/100ML;448MG/100ML,"INPERSOL-ZM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,26MG/100ML;1.5GM/100ML;15MG/100ML;560MG/100ML;390MG/100ML,"DIALYTE LM/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,26MG/100ML;1.5GM/100ML;5MG/100ML;530MG/100ML;450MG/100ML,"DIALYTE LM/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,26MG/100ML;2.5GM/100ML;5MG/100ML;530MG/100ML;450MG/100ML,"DIALYTE LM/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,26MG/100ML;4.25GM/100ML;15MG/100ML;560MG/100ML;390MG/100ML,"DIALYTE LM/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,26MG/100ML;4.25GM/100ML;5MG/100ML;530MG/100ML;450MG/100ML,"DIALYTE LM/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,26MG/100ML;5GM/100ML;5MG/100ML;530MG/100ML;450MG/100ML,"DIALYTE LM/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,29MG/100ML;1.5GM/100ML;15MG/100ML;610MG/100ML;560MG/100ML,"DIALYTE W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,29MG/100ML;2.5GM/100ML;15MG/100ML;610MG/100ML;560MG/100ML,"DIALYTE LM/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,29MG/100ML;4.25GM/100ML;15MG/100ML;610MG/100ML;560MG/100ML,"DIALYTE W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,510MG/100ML;30GM/100ML;200MG/100ML;9.2GM/100ML;9.6GM/100ML,"DIALYTE CONCENTRATE W/ DEXTROSE 30% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,510MG/100ML;30GM/100ML;200MG/100ML;9.4GM/100ML;11GM/100ML,"DIALYTE CONCENTRATE W/ DEXTROSE 30% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,510MG/100ML;50GM/100ML;200MG/100ML;9.2GM/100ML;9.6GM/100ML,"DIALYTE CONCENTRATE W/ DEXTROSE 50% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,510MG/100ML;50GM/100ML;200MG/100ML;9.4GM/100ML;11GM/100ML,"DIALYTE CONCENTRATE W/ DEXTROSE 50% IN PLASTIC CONTAINER",1
SOLUTION;INTRAPERITONEAL,7.5GM/100ML,EXTRANEAL,1
SOLUTION;INTRAUTERINE,52.7%;26.8%,SINOGRAFIN,1
SOLUTION;INTRAVENOUS,"0.002MG/ML (0.002MG/ML)",ZEMPLAR,1
SOLUTION;INTRAVENOUS,"0.005MG/ML (0.005MG/ML)",ZEMPLAR,1
SOLUTION;INTRAVENOUS,"0.0083-2.7 CI/GENERATOR",TECHNELITE,1
SOLUTION;INTRAVENOUS,"0.01MG/2ML (0.005MG/ML)",ZEMPLAR,1
SOLUTION;INTRAVENOUS,"0.25-3 CI/GENERATOR","ULTRA-TECHNEKOW FM",1
SOLUTION;INTRAVENOUS,"0.25MG/ML (0.25MG/ML)",COSYNTROPIN,1
SOLUTION;INTRAVENOUS,"0.4MG/5ML (0.08MG/ML)",LEXISCAN,1
SOLUTION;INTRAVENOUS,"1-19 CI/GENERATOR","ULTRA-TECHNEKOW FM",1
SOLUTION;INTRAVENOUS,"1-20 CI/GENERATOR",TECHNELITE,1
SOLUTION;INTRAVENOUS,"1.20944GM/2ML (604.72MG/ML)",GADAVIST,1
SOLUTION;INTRAVENOUS,"1.8143GM/10ML (181.43MG/ML)",EOVIST,1
SOLUTION;INTRAVENOUS,"10-30ML (13.5-51mCi/ML)",AMYVID,1
SOLUTION;INTRAVENOUS,"10-50ML (13.5-51mCi/ML)",AMYVID,1
SOLUTION;INTRAVENOUS,"1050MG/30ML (35MG/ML)",LUSEDRA,1
SOLUTION;INTRAVENOUS,"10mCi/5ML (2mCi/ML)",ADREVIEW,1
SOLUTION;INTRAVENOUS,"10MG/10ML (1MG/ML)",BLOXIVERZ,1
SOLUTION;INTRAVENOUS,"10MG/2ML (5MG/ML)",ASCLERA,1
SOLUTION;INTRAVENOUS,"10ML (13.5-51mCi/ML)",AMYVID,1
SOLUTION;INTRAVENOUS,"12.5GM/50ML (250MG/ML)","SODIUM THIOSULFATE",1
SOLUTION;INTRAVENOUS,"150MG/10ML (15MG/ML)","SOTALOL HYDROCHLORIDE",1
SOLUTION;INTRAVENOUS,"162mCi/6ML (27mCi/ML)",XOFIGO,1
SOLUTION;INTRAVENOUS,"18.1416GM/30ML (604.72MG/ML)",GADAVIST,1
SOLUTION;INTRAVENOUS,"180MG/18ML (10MG/ML)",VARITHENA,1
SOLUTION;INTRAVENOUS,"1MG/2ML (0.5MG/ML)",HALAVEN,1
SOLUTION;INTRAVENOUS,"2.5GM/250ML (10MG/ML)","ESMOLOL HYDROCHLORIDE IN PLASTIC CONTAINER",1
SOLUTION;INTRAVENOUS,"2.72145GM/15ML (181.43MG/ML)",EOVIST,1
SOLUTION;INTRAVENOUS,"200MG/20ML (10MG/ML)",VIMPAT,1
SOLUTION;INTRAVENOUS,"20MG/2ML (10MG/ML)",ASCLERA,1
SOLUTION;INTRAVENOUS,"20MG/ML (20MG/ML)",FOLOTYN,1
SOLUTION;INTRAVENOUS,"2440MG/10ML (244MG/ML)",ABLAVAR,1
SOLUTION;INTRAVENOUS,"25MG/ML (25MG/ML)",TORISEL,1
SOLUTION;INTRAVENOUS,"2GM/100ML (20MG/ML)","ESMOLOL HYDROCHLORIDE DOUBLE STRENGTH IN PLASTIC CONTAINER",1
SOLUTION;INTRAVENOUS,"3.769GM/10ML (376.9MG/ML)",DOTAREM,1
SOLUTION;INTRAVENOUS,"300MG/10ML (30MG/ML)","SODIUM NITRITE",1
SOLUTION;INTRAVENOUS,"30ML (1.4-135mCi/ML)",NEURACEQ,1
SOLUTION;INTRAVENOUS,"3660MG/15ML (244MG/ML)",ABLAVAR,1
SOLUTION;INTRAVENOUS,"37.5MG/ML (37.5MG/ML)",DYLOJECT,1
SOLUTION;INTRAVENOUS,"37.69GM/100ML (376.9MG/ML)",DOTAREM,1
SOLUTION;INTRAVENOUS,"39.3068GM/65ML (604.72MG/ML)",GADAVIST,1
SOLUTION;INTRAVENOUS,"4.5354GM/7.5ML (604.72MG/ML)",GADAVIST,1
SOLUTION;INTRAVENOUS,"400MG/4ML (100MG/ML)",CALDOLOR,1
SOLUTION;INTRAVENOUS,"40MG/2ML (20MG/ML)",FOLOTYN,1
SOLUTION;INTRAVENOUS,"5.6535GM/15ML (376.9MG/ML)",DOTAREM,1
SOLUTION;INTRAVENOUS,"50MG/10ML (5MG/ML)",PROVAYBLUE,1
SOLUTION;INTRAVENOUS,"50MG/5ML (10MG/ML)",BRIVIACT,1
SOLUTION;INTRAVENOUS,50MG/ML,AKOVAZ,1
SOLUTION;INTRAVENOUS,"5mCi/2.5ML (2mCi/ML)",DATSCAN,1
SOLUTION;INTRAVENOUS,"5MG/10ML (0.5MG/ML)",BLOXIVERZ,1
SOLUTION;INTRAVENOUS,"6.0472GM/10ML (604.72MG/ML)",GADAVIST,1
