TherapeuticClass,Drugname,TotalApprovals,ApprovalYear
AB,AZULFIDINE,1,1996
AB,AZULFIDINE,1,1997
AB,AZULFIDINE,1,1999
AB,AZULFIDINE,1,2000
AB,AZULFIDINE,1,2001
AB,AZULFIDINE,1,2002
AB,AZULFIDINE,1,2009
AB,AZULFIDINE,1,2012
AB,AZULFIDINE,1,2013
AB,AZULFIDINE,1,2014
AB,AZULFIDINE,1,2015
AB,"AZULFIDINE EN-TABS",1,1950
AB,"AZULFIDINE EN-TABS",1,1981
AB,"AZULFIDINE EN-TABS",1,1982
AB,"AZULFIDINE EN-TABS",1,1983
AB,"AZULFIDINE EN-TABS",1,1984
AB,"AZULFIDINE EN-TABS",1,1985
AB,"AZULFIDINE EN-TABS",1,1990
AB,"AZULFIDINE EN-TABS",1,1991
AB,"AZULFIDINE EN-TABS",1,1992
AB,"AZULFIDINE EN-TABS",1,1993
AB,"AZULFIDINE EN-TABS",1,1994
AB,"AZULFIDINE EN-TABS",1,1995
AB,"AZULFIDINE EN-TABS",1,1996
AB,"AZULFIDINE EN-TABS",1,1997
AB,"AZULFIDINE EN-TABS",1,1999
AB,"AZULFIDINE EN-TABS",1,2000
AB,"AZULFIDINE EN-TABS",1,2001
AB,"AZULFIDINE EN-TABS",1,2002
AB,"AZULFIDINE EN-TABS",1,2009
AB,"AZULFIDINE EN-TABS",1,2012
AB,"AZULFIDINE EN-TABS",1,2013
AB,"AZULFIDINE EN-TABS",1,2014
AB,"AZULFIDINE EN-TABS",1,2015
AB,BACLOFEN,1,2010
AB,BACTRIM,1,1973
AB,BACTRIM,1,1974
AB,BACTRIM,1,1975
AB,BACTRIM,1,1976
AB,BACTRIM,1,1977
AB,BACTRIM,1,1978
AB,BACTRIM,1,1979
AB,BACTRIM,1,1980
AB,BACTRIM,1,1981
AB,BACTRIM,1,1982
AB,BACTRIM,1,1983
AB,BACTRIM,1,1984
AB,BACTRIM,1,1985
AB,BACTRIM,1,1987
AB,BACTRIM,1,1990
AB,BACTRIM,1,1994
AB,BACTRIM,1,1996
AB,BACTRIM,1,1998
AB,BACTRIM,1,2000
AB,BACTRIM,1,2002
AB,BACTRIM,1,2003
AB,BACTRIM,1,2007
AB,BACTRIM,1,2010
AB,BACTRIM,1,2012
AB,BACTRIM,1,2013
AB,BACTRIM,1,2014
AB,BACTRIM,1,2015
AB,BACTRIM,1,2016
AB,"BACTRIM DS",1,1973
AB,"BACTRIM DS",1,1974
AB,"BACTRIM DS",1,1975
AB,"BACTRIM DS",1,1976
AB,"BACTRIM DS",1,1977
AB,"BACTRIM DS",1,1978
AB,"BACTRIM DS",1,1979
AB,"BACTRIM DS",1,1980
AB,"BACTRIM DS",1,1981
AB,"BACTRIM DS",1,1982
AB,"BACTRIM DS",1,1983
AB,"BACTRIM DS",1,1984
AB,"BACTRIM DS",1,1985
AB,"BACTRIM DS",1,1987
AB,"BACTRIM DS",1,1990
AB,"BACTRIM DS",1,1994
AB,"BACTRIM DS",1,1996
AB,"BACTRIM DS",1,1998
AB,"BACTRIM DS",1,2000
AB,"BACTRIM DS",1,2002
AB,"BACTRIM DS",1,2003
AB,"BACTRIM DS",1,2007
AB,"BACTRIM DS",1,2010
AB,"BACTRIM DS",1,2012
AB,"BACTRIM DS",1,2013
AB,"BACTRIM DS",1,2014
AB,"BACTRIM DS",1,2015
AB,"BACTRIM DS",1,2016
AB,BACTROBAN,1,1987
AB,BACTROBAN,1,1991
AB,BACTROBAN,1,1993
AB,BACTROBAN,1,1994
AB,BACTROBAN,1,1996
AB,BACTROBAN,1,1998
AB,"BALSALAZIDE DISODIUM",1,2015
AB,BALZIVA-28,1,2004
AB,BANZEL,1,2008
AB,BANZEL,1,2009
AB,BANZEL,1,2010
AB,BANZEL,1,2011
AB,BANZEL,1,2013
AB,BANZEL,1,2015
AB,BANZEL,1,2016
AB,BARACLUDE,1,2005
AB,BARACLUDE,1,2007
AB,BARACLUDE,1,2008
AB,BARACLUDE,1,2009
AB,BARACLUDE,1,2010
AB,BARACLUDE,1,2012
AB,BARACLUDE,1,2013
AB,BARACLUDE,1,2014
AB,BEKYREE,1,2015
AB,"BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",1,2014
AB,BENTYL,1,1950
AB,BENTYL,1,1984
AB,BENTYL,1,1985
AB,BENTYL,1,1987
AB,BENTYL,1,1989
AB,BENTYL,1,1990
AB,BENTYL,1,1991
AB,BENTYL,1,1992
AB,BENTYL,1,1993
AB,BENTYL,1,1996
AB,BENTYL,1,1999
AB,BENTYL,1,2007
AB,BENTYL,1,2011
AB,BENTYL,1,2013
AB,BENZACLIN,1,2000
AB,BENZACLIN,1,2001
AB,BENZACLIN,1,2002
AB,BENZACLIN,1,2005
AB,BENZACLIN,1,2007
AB,BENZACLIN,1,2009
AB,BENZACLIN,1,2010
AB,BENZACLIN,1,2011
AB,BENZACLIN,1,2014
AB,BENZAMYCIN,1,1984
AB,BENZAMYCIN,1,1989
AB,BENZAMYCIN,1,1993
AB,BENZAMYCIN,1,1994
AB,BENZAMYCIN,1,1995
AB,BENZAMYCIN,1,1996
AB,BENZAMYCIN,1,1997
AB,BENZAMYCIN,1,2000
AB,BENZAMYCIN,1,2001
AB,BENZAMYCIN,1,2002
AB,BENZAMYCIN,1,2003
AB,BENZAMYCIN,1,2014
AB,BETA-VAL,1,1983
AB,BETA-VAL,1,1987
AB,BETA-VAL,1,1990
AB,BETA-VAL,1,1994
AB,BETA-VAL,1,1995
AB,"BETAMETHASONE ACETATE AND BETAMETHASONE SODIUM PHOSPHATE",1,2009
AB,"BETAMETHASONE DIPROPIONATE",1,1991
AB,"BETAMETHASONE DIPROPIONATE",1,1999
AB,"BETAMETHASONE DIPROPIONATE",1,2002
AB,"BETAMETHASONE DIPROPIONATE",1,2008
AB,"BETAMETHASONE DIPROPIONATE",1,2014
AB,"BETAMETHASONE VALERATE",1,1984
AB,"BETAMETHASONE VALERATE",1,1985
AB,"BETAMETHASONE VALERATE",1,1986
AB,"BETAMETHASONE VALERATE",1,1991
AB,"BETAMETHASONE VALERATE",1,1993
AB,"BETAMETHASONE VALERATE",1,1994
AB,"BETAMETHASONE VALERATE",1,1995
AB,"BETAMETHASONE VALERATE",1,1997
AB,"BETAMETHASONE VALERATE",1,2000
AB,"BETAMETHASONE VALERATE",1,2001
AB,"BETAMETHASONE VALERATE",1,2012
AB,"BETAMETHASONE VALERATE",1,2014
AB,"BETAMETHASONE VALERATE",1,2015
AB,"BETAXOLOL HYDROCHLORIDE",1,1999
AB,"BETAXOLOL HYDROCHLORIDE",1,2008
AB,"BETAXOLOL HYDROCHLORIDE",1,2014
AB,BEXAROTENE,1,2014
AB,BIAXIN,1,1991
AB,BIAXIN,1,1992
AB,BIAXIN,1,1994
AB,BIAXIN,1,1999
AB,BICALUTAMIDE,1,2010
AB,"BISOPROLOL FUMARATE",1,2000
AB,"BISOPROLOL FUMARATE",1,2002
AB,"BISOPROLOL FUMARATE",1,2005
AB,"BISOPROLOL FUMARATE",1,2006
AB,"BISOPROLOL FUMARATE",1,2009
AB,"BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE",1,2002
AB,"BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE",1,2010
AB,"BLISOVI 24 FE",1,2015
AB,"BLISOVI FE 1.5/30",1,2015
AB,"BLISOVI FE 1/20",1,2015
AB,BONIVA,1,2003
AB,BONIVA,1,2005
AB,BONIVA,1,2006
AB,BONIVA,1,2007
AB,BONIVA,1,2008
AB,BONIVA,1,2010
AB,BONIVA,1,2011
AB,BONIVA,1,2013
AB,BONIVA,1,2014
AB,BONIVA,1,2015
AB,"BREVICON 28-DAY",1,1976
AB,"BREVICON 28-DAY",1,1977
AB,"BREVICON 28-DAY",1,1978
AB,"BREVICON 28-DAY",1,1979
AB,"BREVICON 28-DAY",1,1980
AB,"BREVICON 28-DAY",1,1982
AB,"BREVICON 28-DAY",1,1983
AB,"BREVICON 28-DAY",1,1984
AB,"BREVICON 28-DAY",1,1985
AB,"BREVICON 28-DAY",1,1986
AB,"BREVICON 28-DAY",1,1987
AB,"BREVICON 28-DAY",1,1989
AB,"BREVICON 28-DAY",1,1990
AB,"BREVICON 28-DAY",1,1992
AB,"BREVICON 28-DAY",1,1994
AB,"BREVICON 28-DAY",1,1995
AB,"BREVICON 28-DAY",1,1997
AB,"BREVICON 28-DAY",1,1999
AB,"BREVICON 28-DAY",1,2000
AB,"BREVICON 28-DAY",1,2001
AB,BRIELLYN,1,2011
AB,"BROMOCRIPTINE MESYLATE",1,1998
AB,"BROMOCRIPTINE MESYLATE",1,2002
AB,"BROMOCRIPTINE MESYLATE",1,2004
AB,"BROMOCRIPTINE MESYLATE",1,2005
AB,"BROMOCRIPTINE MESYLATE",1,2007
AB,BUDESONIDE,1,2011
AB,BUDESONIDE,1,2014
AB,BUDESONIDE,1,2016
AB,BUMETANIDE,1,1995
AB,BUMETANIDE,1,1996
AB,BUMETANIDE,1,1997
AB,BUMETANIDE,1,1998
AB,BUMETANIDE,1,2014
AB,BUMEX,1,1983
AB,BUMEX,1,1984
AB,BUMEX,1,1985
AB,BUMEX,1,1987
AB,BUMEX,1,1989
AB,BUMEX,1,1991
AB,BUMEX,1,1993
AB,BUMEX,1,1994
AB,BUMEX,1,1997
AB,BUMEX,1,1998
AB,BUMEX,1,1999
AB,BUMEX,1,2001
AB,BUMEX,1,2002
AB,BUMEX,1,2003
AB,BUMEX,1,2010
AB,BUMEX,1,2015
AB,BUPHENYL,1,2015
AB,"BUPRENORPHINE HYDROCHLORIDE",1,2009
AB,"BUPRENORPHINE HYDROCHLORIDE",1,2016
AB,"BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE",1,2015
AB,"BUPROPION HYDROCHLORIDE",1,2006
AB,"BUPROPION HYDROCHLORIDE",1,2014
AB,"BUPROPION HYDROCHLORIDE",1,2016
AB,"BUSPIRONE HYDROCHLORIDE",1,2004
AB,"BUSPIRONE HYDROCHLORIDE",1,2007
AB,"BUSPIRONE HYDROCHLORIDE",1,2009
AB,"BUTALBITAL, ACETAMINOPHEN, CAFFEINE AND CODEINE PHOSPHATE",1,2001
AB,"BUTALBITAL, ACETAMINOPHEN, CAFFEINE AND CODEINE PHOSPHATE",1,2004
AB,"BUTALBITAL, ACETAMINOPHEN, CAFFEINE AND CODEINE PHOSPHATE",1,2008
AB,"BUTALBITAL, ACETAMINOPHEN, CAFFEINE AND CODEINE PHOSPHATE",1,2012
AB,"BUTALBITAL, ASPIRIN, CAFFEINE AND CODEINE PHOSPHATE",1,2015
AB,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",1,1998
AB,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",1,2001
AB,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",1,2002
AB,"BUTORPHANOL TARTRATE",1,2001
AB,CABERGOLINE,1,2005
AB,CABERGOLINE,1,2007
AB,CABERGOLINE,1,2008
AB,CADUET,1,2004
AB,CADUET,1,2006
AB,CADUET,1,2007
AB,CADUET,1,2008
AB,CADUET,1,2009
AB,CADUET,1,2010
AB,CADUET,1,2012
AB,CADUET,1,2013
AB,CADUET,1,2014
AB,CADUET,1,2015
AB,CALAN,1,1984
AB,CALAN,1,1985
AB,CALAN,1,1986
AB,CALAN,1,1987
AB,CALAN,1,1988
AB,CALAN,1,1990
AB,CALAN,1,1991
AB,CALAN,1,1994
AB,CALAN,1,1996
AB,CALAN,1,1998
AB,CALAN,1,2009
AB,CALAN,1,2010
AB,CALAN,1,2011
AB,CALAN,1,2013
AB,CALAN,1,2016
AB,"CALAN SR",1,1986
AB,"CALAN SR",1,1987
AB,"CALAN SR",1,1988
AB,"CALAN SR",1,1989
AB,"CALAN SR",1,1990
AB,"CALAN SR",1,1991
AB,"CALAN SR",1,1992
AB,"CALAN SR",1,1993
AB,"CALAN SR",1,1994
AB,"CALAN SR",1,1995
AB,"CALAN SR",1,1997
AB,"CALAN SR",1,1998
AB,"CALAN SR",1,2000
AB,"CALAN SR",1,2001
AB,"CALAN SR",1,2002
AB,"CALAN SR",1,2009
AB,"CALAN SR",1,2010
AB,"CALAN SR",1,2011
AB,"CALAN SR",1,2013
AB,"CALAN SR",1,2016
AB,CALCIPOTRIENE,1,2012
AB,CALCIPOTRIENE,1,2015
AB,"CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE",1,2013
AB,"CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE",1,2014
AB,CALCITONIN-SALMON,1,2008
AB,CALCITONIN-SALMON,1,2009
AB,CALCITRIOL,1,2001
AB,CALCITRIOL,1,2002
AB,CALCITRIOL,1,2006
AB,CALCITRIOL,1,2013
AB,CALCITRIOL,1,2014
AB,"CALCIUM ACETATE",1,2008
AB,"CALCIUM ACETATE",1,2011
AB,"CALCIUM ACETATE",1,2012
AB,"CALCIUM ACETATE",1,2014
AB,"CALCIUM ACETATE",1,2016
AB,CAMBIA,1,2009
AB,CAMBIA,1,2011
AB,CAMBIA,1,2014
AB,CAMBIA,1,2015
AB,CAMBIA,1,2016
AB,CANASA,1,2001
AB,CANASA,1,2003
AB,CANASA,1,2004
AB,CANASA,1,2006
AB,CANASA,1,2008
AB,CANASA,1,2013
AB,CANASA,1,2014
AB,CANASA,1,2016
AB,"CANDESARTAN CILEXETIL",1,2013
AB,"CANDESARTAN CILEXETIL",1,2014
AB,"CANDESARTAN CILEXETIL AND HYDROCHLOROTHIAZIDE",1,2015
AB,"CANDESARTAN CILEXETIL AND HYDROCHLOROTHIAZIDE",1,2016
AB,CAPECITABINE,1,2013
AB,CAPECITABINE,1,2014
AB,CAPECITABINE,1,2015
AB,CAPECITABINE,1,2016
AB,"CAPTOPRIL AND HYDROCHLOROTHIAZIDE",1,1999
AB,"CAPTOPRIL AND HYDROCHLOROTHIAZIDE",1,2002
AB,CARAC,1,2000
AB,CARAC,1,2001
AB,CARAC,1,2002
AB,CARAC,1,2003
AB,CARAC,1,2014
AB,CARAC,1,2015
AB,CARAFATE,1,1981
AB,CARAFATE,1,1982
AB,CARAFATE,1,1983
AB,CARAFATE,1,1984
AB,CARAFATE,1,1985
AB,CARAFATE,1,1986
AB,CARAFATE,1,1987
AB,CARAFATE,1,1988
AB,CARAFATE,1,1990
AB,CARAFATE,1,1991
AB,CARAFATE,1,1992
AB,CARAFATE,1,1994
AB,CARAFATE,1,1995
AB,CARAFATE,1,2007
AB,CARAFATE,1,2013
AB,CARBAMAZEPINE,1,1996
AB,CARBAMAZEPINE,1,1997
AB,CARBAMAZEPINE,1,1998
AB,CARBAMAZEPINE,1,1999
AB,CARBAMAZEPINE,1,2000
AB,CARBAMAZEPINE,1,2005
AB,CARBAMAZEPINE,1,2009
AB,CARBAMAZEPINE,1,2012
AB,CARBAMAZEPINE,1,2013
AB,CARBATROL,1,1997
AB,CARBATROL,1,1998
AB,CARBATROL,1,1999
AB,CARBATROL,1,2000
AB,CARBATROL,1,2001
AB,CARBATROL,1,2002
AB,CARBATROL,1,2006
AB,CARBATROL,1,2007
AB,CARBATROL,1,2009
AB,CARBATROL,1,2011
AB,CARBATROL,1,2013
AB,CARBIDOPA,1,2014
AB,"CARBIDOPA AND LEVODOPA",1,1995
AB,"CARBIDOPA AND LEVODOPA",1,1998
AB,"CARBIDOPA AND LEVODOPA",1,2013
AB,"CARBIDOPA AND LEVODOPA",1,2014
AB,CARDIZEM,1,1982
AB,CARDIZEM,1,1983
AB,CARDIZEM,1,1984
AB,CARDIZEM,1,1985
AB,CARDIZEM,1,1986
AB,CARDIZEM,1,1987
AB,CARDIZEM,1,1988
AB,CARDIZEM,1,1989
AB,CARDIZEM,1,1990
AB,CARDIZEM,1,1991
AB,CARDIZEM,1,1992
AB,CARDIZEM,1,1993
AB,CARDIZEM,1,1994
AB,CARDIZEM,1,1995
AB,CARDIZEM,1,1996
AB,CARDIZEM,1,1997
AB,CARDIZEM,1,1998
AB,CARDIZEM,1,1999
AB,CARDIZEM,1,2001
AB,CARDIZEM,1,2003
AB,CARDIZEM,1,2010
AB,CARDIZEM,1,2014
AB,CARDIZEM,1,2016
AB,"CARDIZEM LA",1,2003
AB,"CARDIZEM LA",1,2004
AB,"CARDIZEM LA",1,2007
AB,"CARDIZEM LA",1,2010
AB,"CARDIZEM LA",1,2015
AB,CARDURA,1,1990
AB,CARDURA,1,1991
AB,CARDURA,1,1992
AB,CARDURA,1,1993
AB,CARDURA,1,1994
AB,CARDURA,1,1995
AB,CARDURA,1,1996
AB,CARDURA,1,1997
AB,CARDURA,1,1998
AB,CARDURA,1,2000
AB,CARDURA,1,2002
AB,CARDURA,1,2003
AB,CARDURA,1,2006
AB,CARDURA,1,2009
AB,CARDURA,1,2010
AB,CARDURA,1,2013
AB,CARDURA,1,2014
AB,CARDURA,1,2016
AB,"CARISOPRODOL AND ASPIRIN",1,1989
AB,"CARISOPRODOL AND ASPIRIN",1,1996
AB,"CARISOPRODOL AND ASPIRIN",1,1998
AB,"CARISOPRODOL AND ASPIRIN",1,1999
AB,"CARISOPRODOL AND ASPIRIN",1,2000
AB,"CARISOPRODOL AND ASPIRIN",1,2001
AB,"CARISOPRODOL AND ASPIRIN",1,2010
AB,"CARISOPRODOL, ASPIRIN AND CODEINE PHOSPHATE",1,1996
AB,"CARISOPRODOL, ASPIRIN AND CODEINE PHOSPHATE",1,1997
AB,"CARISOPRODOL, ASPIRIN AND CODEINE PHOSPHATE",1,1999
AB,"CARISOPRODOL, ASPIRIN AND CODEINE PHOSPHATE",1,2000
AB,"CARISOPRODOL, ASPIRIN AND CODEINE PHOSPHATE",1,2010
AB,CARNITOR,1,1985
AB,CARNITOR,1,1988
AB,CARNITOR,1,1989
AB,CARNITOR,1,1992
AB,CARNITOR,1,1993
AB,CARNITOR,1,1994
AB,CARNITOR,1,1995
AB,CARNITOR,1,1996
AB,CARNITOR,1,1997
AB,CARNITOR,1,1998
AB,CARNITOR,1,2002
AB,CARNITOR,1,2007
AB,CARNITOR,1,2013
AB,CARNITOR,1,2015
AB,CASODEX,1,1995
AB,CASODEX,1,1997
AB,CASODEX,1,1999
AB,CASODEX,1,2000
AB,CASODEX,1,2001
AB,CASODEX,1,2002
AB,CASODEX,1,2005
AB,CASODEX,1,2006
AB,CASODEX,1,2009
AB,CASODEX,1,2010
AB,CASODEX,1,2013
AB,CASODEX,1,2015
AB,CATAPRES,1,1974
AB,CATAPRES,1,1976
AB,CATAPRES,1,1977
AB,CATAPRES,1,1978
AB,CATAPRES,1,1979
AB,CATAPRES,1,1980
AB,CATAPRES,1,1981
AB,CATAPRES,1,1982
AB,CATAPRES,1,1984
AB,CATAPRES,1,1985
AB,CATAPRES,1,1986
AB,CATAPRES,1,1987
AB,CATAPRES,1,1988
AB,CATAPRES,1,1996
AB,CATAPRES,1,1997
AB,CATAPRES,1,1998
AB,CATAPRES,1,1999
AB,CATAPRES,1,2009
AB,CATAPRES,1,2010
AB,CATAPRES,1,2012
AB,CATAPRES,1,2015
AB,CATAPRES-TTS-1,1,1984
AB,CATAPRES-TTS-1,1,1985
AB,CATAPRES-TTS-1,1,1987
AB,CATAPRES-TTS-1,1,1988
AB,CATAPRES-TTS-1,1,1989
AB,CATAPRES-TTS-1,1,1992
AB,CATAPRES-TTS-1,1,1993
AB,CATAPRES-TTS-1,1,1995
AB,CATAPRES-TTS-1,1,1996
AB,CATAPRES-TTS-1,1,1997
AB,CATAPRES-TTS-1,1,1998
AB,CATAPRES-TTS-1,1,1999
AB,CATAPRES-TTS-1,1,2004
AB,CATAPRES-TTS-1,1,2006
AB,CATAPRES-TTS-1,1,2009
AB,CATAPRES-TTS-1,1,2010
AB,CATAPRES-TTS-1,1,2012
AB,CATAPRES-TTS-2,1,1984
AB,CATAPRES-TTS-2,1,1985
AB,CATAPRES-TTS-2,1,1987
AB,CATAPRES-TTS-2,1,1988
AB,CATAPRES-TTS-2,1,1989
AB,CATAPRES-TTS-2,1,1992
AB,CATAPRES-TTS-2,1,1993
AB,CATAPRES-TTS-2,1,1995
AB,CATAPRES-TTS-2,1,1996
AB,CATAPRES-TTS-2,1,1997
AB,CATAPRES-TTS-2,1,1998
AB,CATAPRES-TTS-2,1,1999
AB,CATAPRES-TTS-2,1,2004
AB,CATAPRES-TTS-2,1,2006
AB,CATAPRES-TTS-2,1,2009
AB,CATAPRES-TTS-2,1,2010
AB,CATAPRES-TTS-2,1,2012
AB,CATAPRES-TTS-3,1,1984
AB,CATAPRES-TTS-3,1,1985
AB,CATAPRES-TTS-3,1,1987
AB,CATAPRES-TTS-3,1,1988
AB,CATAPRES-TTS-3,1,1989
AB,CATAPRES-TTS-3,1,1992
AB,CATAPRES-TTS-3,1,1993
AB,CATAPRES-TTS-3,1,1995
AB,CATAPRES-TTS-3,1,1996
AB,CATAPRES-TTS-3,1,1997
AB,CATAPRES-TTS-3,1,1998
AB,CATAPRES-TTS-3,1,1999
AB,CATAPRES-TTS-3,1,2004
AB,CATAPRES-TTS-3,1,2006
AB,CATAPRES-TTS-3,1,2009
AB,CATAPRES-TTS-3,1,2010
AB,CATAPRES-TTS-3,1,2012
AB,CEFACLOR,1,2004
AB,CEFACLOR,1,2007
AB,CEFACLOR,1,2012
AB,CEFADROXIL,1,1980
AB,CEFADROXIL,1,1989
AB,CEFADROXIL,1,1991
AB,CEFADROXIL,1,1994
AB,CEFADROXIL,1,1997
AB,CEFADROXIL,1,1998
AB,CEFADROXIL,1,2008
AB,CEFADROXIL,1,2012
AB,CEFADROXIL,1,2013
AB,CEFADROXIL,1,2014
AB,CEFDINIR,1,2008
AB,CEFIXIME,1,2015
AB,"CEFPODOXIME PROXETIL",1,2008
AB,"CEFPODOXIME PROXETIL",1,2009
AB,CEFPROZIL,1,2008
AB,CEFPROZIL,1,2012
AB,CEFTIN,1,1987
AB,CEFTIN,1,1991
AB,CEFTIN,1,1992
AB,CEFTIN,1,1993
AB,CEFTIN,1,1994
AB,CEFTIN,1,1995
AB,CEFTIN,1,1996
AB,CEFTIN,1,1997
AB,CEFTIN,1,1998
AB,CEFTIN,1,1999
AB,CEFTIN,1,2001
AB,CEFTIN,1,2002
AB,CEFTIN,1,2004
AB,CEFTIN,1,2007
AB,CEFTIN,1,2014
AB,CEFTIN,1,2015
AB,CEFUROXIME,1,2004
AB,"CEFUROXIME AXETIL",1,2002
AB,"CEFUROXIME AXETIL",1,2003
AB,"CEFUROXIME AXETIL",1,2004
AB,"CEFUROXIME AXETIL",1,2005
AB,"CEFUROXIME AXETIL",1,2006
AB,"CEFUROXIME AXETIL",1,2008
AB,"CEFUROXIME AXETIL",1,2010
AB,"CEFUROXIME SODIUM",1,1997
AB,"CEFUROXIME SODIUM",1,1999
AB,"CEFUROXIME SODIUM",1,2004
AB,CELEBREX,1,1998
AB,CELEBREX,1,1999
AB,CELEBREX,1,2000
AB,CELEBREX,1,2001
AB,CELEBREX,1,2002
AB,CELEBREX,1,2004
AB,CELEBREX,1,2005
AB,CELEBREX,1,2006
AB,CELEBREX,1,2007
AB,CELEBREX,1,2008
AB,CELEBREX,1,2011
AB,CELEBREX,1,2012
AB,CELEBREX,1,2013
AB,CELEBREX,1,2014
AB,CELEBREX,1,2016
AB,"CELESTONE SOLUSPAN",1,1965
AB,"CELESTONE SOLUSPAN",1,1979
AB,"CELESTONE SOLUSPAN",1,1982
AB,"CELESTONE SOLUSPAN",1,1986
AB,"CELESTONE SOLUSPAN",1,1987
AB,"CELESTONE SOLUSPAN",1,1990
AB,"CELESTONE SOLUSPAN",1,1992
AB,"CELESTONE SOLUSPAN",1,1993
AB,"CELESTONE SOLUSPAN",1,1994
AB,"CELESTONE SOLUSPAN",1,1995
AB,"CELESTONE SOLUSPAN",1,1996
AB,"CELESTONE SOLUSPAN",1,1997
AB,"CELESTONE SOLUSPAN",1,1999
AB,"CELESTONE SOLUSPAN",1,2000
AB,"CELESTONE SOLUSPAN",1,2001
AB,"CELESTONE SOLUSPAN",1,2006
AB,"CELESTONE SOLUSPAN",1,2008
AB,"CELESTONE SOLUSPAN",1,2013
AB,"CELESTONE SOLUSPAN",1,2014
AB,"CELESTONE SOLUSPAN",1,2015
AB,CELEXA,1,1998
AB,CELEXA,1,1999
AB,CELEXA,1,2000
AB,CELEXA,1,2001
AB,CELEXA,1,2002
AB,CELEXA,1,2004
AB,CELEXA,1,2005
AB,CELEXA,1,2007
AB,CELEXA,1,2008
AB,CELEXA,1,2009
AB,CELEXA,1,2011
AB,CELEXA,1,2012
AB,CELEXA,1,2013
AB,CELEXA,1,2014
AB,CELLCEPT,1,1995
AB,CELLCEPT,1,1999
AB,CEPHALEXIN,1,1999
AB,CEPHALEXIN,1,2010
AB,CEVIMELINE,1,2011
AB,"CEVIMELINE HYDROCHLORIDE",1,2013
AB,"CEVIMELINE HYDROCHLORIDE",1,2014
AB,"CHILDREN'S FEXOFENADINE HYDROCHLORIDE ALLERGY",1,2005
AB,"CHILDREN'S FEXOFENADINE HYDROCHLORIDE ALLERGY",1,2006
AB,"CHILDREN'S FEXOFENADINE HYDROCHLORIDE ALLERGY",1,2011
AB,"CHILDREN'S FEXOFENADINE HYDROCHLORIDE HIVES",1,2005
AB,"CHILDREN'S FEXOFENADINE HYDROCHLORIDE HIVES",1,2006
AB,"CHILDREN'S FEXOFENADINE HYDROCHLORIDE HIVES",1,2011
AB,"CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE",1,1986
AB,"CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE",1,1987
AB,"CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE",1,1988
AB,"CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE",1,1989
AB,"CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE",1,1993
AB,"CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE",1,1994
AB,"CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE",1,1995
AB,"CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE",1,1998
AB,"CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE",1,2000
AB,"CHLORDIAZEPOXIDE HYDROCHLORIDE",1,1977
AB,"CHLORDIAZEPOXIDE HYDROCHLORIDE",1,1980
AB,"CHLORDIAZEPOXIDE HYDROCHLORIDE",1,1988
AB,"CHLORDIAZEPOXIDE HYDROCHLORIDE",1,1996
AB,CHLORPROPAMIDE,1,1984
AB,CHLORPROPAMIDE,1,1989
AB,CHLORPROPAMIDE,1,1990
AB,CHLORPROPAMIDE,1,1997
AB,CHLORPROPAMIDE,1,1998
AB,CHLORTHALIDONE,1,1981
AB,CHLORTHALIDONE,1,1982
AB,CHLORTHALIDONE,1,1984
AB,CHLORTHALIDONE,1,1985
AB,CHLORTHALIDONE,1,1986
AB,CHLORTHALIDONE,1,1987
AB,CHLORTHALIDONE,1,1988
AB,CHLORTHALIDONE,1,1989
AB,CHLORTHALIDONE,1,1990
AB,CHLORTHALIDONE,1,1992
AB,CHLORTHALIDONE,1,1993
AB,CHLORTHALIDONE,1,1994
AB,CHLORTHALIDONE,1,1995
AB,CHLORTHALIDONE,1,1996
AB,CHLORTHALIDONE,1,1997
AB,CHLORTHALIDONE,1,1998
AB,CHLORTHALIDONE,1,1999
AB,CHLORTHALIDONE,1,2000
AB,CHOLESTYRAMINE,1,1996
AB,CHOLESTYRAMINE,1,1998
AB,CHOLESTYRAMINE,1,2000
AB,CHOLESTYRAMINE,1,2005
AB,"CHOLESTYRAMINE LIGHT",1,1996
